GeoID,Years,GeoType,TotalPop,PctRural,PctMinority,PctHispanic,PctBlackNH,PctAPINH,Pct_forborn,PctDisabled,PctEducLHS,PctEducBchPlus,Pct100Pov,PctNoHealthIns
A9129za,01yr,Zone,59628,0.00,12.43,5.21,0.80,5.09,14.39,4.06,2.87,66.75,2.67,2.30
A9129za,05yrs,Zone,59628,0.00,12.43,5.21,0.80,5.09,14.39,4.06,2.87,66.75,2.67,2.30
A9129za,10yrs,Zone,59628,0.00,12.43,5.21,0.80,5.09,14.00,4.16,2.95,64.04,3.05,2.87
A9130za,01yr,Zone,63259,4.92,7.52,4.46,0.93,1.09,4.85,10.18,5.37,31.00,3.93,3.39
A9130za,05yrs,Zone,63259,4.92,7.52,4.46,0.93,1.09,4.85,10.18,5.37,31.00,3.93,3.39
A9130za,10yrs,Zone,63259,4.92,7.52,4.46,0.93,1.09,4.31,10.02,6.00,29.55,5.37,4.19
A9131za,01yr,Zone,62173,0.00,35.81,21.35,3.22,9.62,38.75,6.71,9.73,32.64,11.02,12.55
A9131za,05yrs,Zone,62173,0.00,35.81,21.35,3.22,9.62,38.75,6.71,9.73,32.64,11.02,12.55
A9131za,10yrs,Zone,62173,0.00,35.81,21.35,3.22,9.62,36.80,6.34,10.41,31.30,10.78,13.88
A9132za,01yr,Zone,55816,0.00,64.24,18.18,7.07,35.91,37.31,3.66,5.04,73.45,8.06,4.95
A9132za,05yrs,Zone,55816,0.00,64.24,18.18,7.07,35.91,37.31,3.66,5.04,73.45,8.06,4.95
A9132za,10yrs,Zone,55816,0.00,64.24,18.18,7.07,35.91,41.43,3.73,6.11,72.30,9.20,6.56
A9133za,01yr,Zone,56320,27.35,21.71,5.57,11.71,2.27,4.69,11.68,9.08,30.50,8.95,5.47
A9133za,05yrs,Zone,56320,27.35,21.71,5.57,11.71,2.27,4.69,11.68,9.08,30.50,8.95,5.47
A9133za,10yrs,Zone,56320,27.35,21.71,5.57,11.71,2.27,5.26,11.28,9.19,31.44,8.80,6.38
A9134za,01yr,Zone,58283,0.00,26.32,14.76,2.75,6.79,25.33,6.20,7.54,41.55,6.80,5.98
A9134za,05yrs,Zone,58283,0.00,26.32,14.76,2.75,6.79,25.33,6.20,7.54,41.55,6.80,5.98
A9134za,10yrs,Zone,58283,0.00,26.32,14.76,2.75,6.79,24.24,6.17,8.08,39.31,6.57,7.10
A9135za,01yr,Zone,60004,0.00,28.20,4.58,8.32,13.17,26.76,4.12,3.69,77.79,4.05,2.78
A9135za,05yrs,Zone,60004,0.00,28.20,4.58,8.32,13.17,26.76,4.12,3.69,77.79,4.05,2.78
A9135za,10yrs,Zone,60004,0.00,28.20,4.58,8.32,13.17,23.95,4.20,3.41,75.96,3.51,2.96
A9136za,01yr,Zone,57718,0.00,68.92,52.78,10.61,3.13,44.92,7.34,15.05,19.42,10.63,14.80
A9136za,05yrs,Zone,57718,0.00,68.92,52.78,10.61,3.13,44.92,7.34,15.05,19.42,10.63,14.80
A9136za,10yrs,Zone,57718,0.00,68.92,52.78,10.61,3.13,43.84,6.31,17.02,17.82,14.88,16.67
A9137za,01yr,Zone,57360,0.91,16.79,4.19,7.48,3.47,6.14,9.12,5.83,33.61,7.16,4.09
A9137za,05yrs,Zone,57360,0.91,16.79,4.19,7.48,3.47,6.14,9.12,5.83,33.61,7.16,4.09
A9137za,10yrs,Zone,57360,0.91,16.79,4.19,7.48,3.47,6.22,9.57,6.08,31.74,6.41,4.56
A9138za,01yr,Zone,61447,2.38,22.65,10.88,2.32,7.87,16.03,4.51,3.35,59.77,3.87,4.19
A9138za,05yrs,Zone,61447,2.38,22.65,10.88,2.32,7.87,16.03,4.51,3.35,59.77,3.87,4.19
A9138za,10yrs,Zone,61447,2.38,22.65,10.88,2.32,7.87,16.15,4.81,4.06,57.61,3.71,4.61
A9139za,01yr,Zone,60938,0.00,9.56,4.95,1.22,2.28,7.21,6.69,2.91,53.41,4.10,2.20
A9139za,05yrs,Zone,60938,0.00,9.56,4.95,1.22,2.28,7.21,6.69,2.91,53.41,4.10,2.20
A9139za,10yrs,Zone,60938,0.00,9.56,4.95,1.22,2.28,7.15,6.57,3.81,50.69,4.39,3.27
A9140za,01yr,Zone,52354,0.00,18.48,10.14,2.56,4.14,9.39,10.92,7.47,31.33,6.48,4.30
A9140za,05yrs,Zone,52354,0.00,18.48,10.14,2.56,4.14,9.39,10.92,7.47,31.33,6.48,4.30
A9140za,10yrs,Zone,52354,0.00,18.48,10.14,2.56,4.14,10.10,10.79,8.27,30.76,8.30,5.19
A9141za,01yr,Zone,65883,27.10,14.28,6.26,2.37,4.35,14.29,6.80,5.58,56.59,3.26,4.06
A9141za,05yrs,Zone,65883,27.10,14.28,6.26,2.37,4.35,14.29,6.80,5.58,56.59,3.26,4.06
A9141za,10yrs,Zone,65883,27.10,14.28,6.26,2.37,4.35,12.79,6.11,5.47,54.24,4.50,4.06
A9142za,01yr,Zone,76820,35.36,12.42,7.04,1.89,2.15,8.30,8.35,4.23,44.47,5.63,3.52
A9142za,05yrs,Zone,76820,35.36,12.42,7.04,1.89,2.15,8.30,8.35,4.23,44.47,5.63,3.52
A9142za,10yrs,Zone,76820,35.36,12.42,7.04,1.89,2.15,8.81,8.21,4.82,41.49,5.44,4.74
A9143za,01yr,Zone,65231,0.00,55.19,27.54,15.12,10.32,40.21,7.80,12.89,37.17,12.00,11.06
A9143za,05yrs,Zone,65231,0.00,55.19,27.54,15.12,10.32,40.21,7.80,12.89,37.17,12.00,11.06
A9143za,10yrs,Zone,65231,0.00,55.19,27.54,15.12,10.32,37.46,7.94,12.48,34.85,11.89,11.81
A9144za,01yr,Zone,65618,0.56,36.77,14.18,4.87,15.82,27.86,6.29,6.95,49.76,5.87,4.71
A9144za,05yrs,Zone,65618,0.56,36.77,14.18,4.87,15.82,27.86,6.29,6.95,49.76,5.87,4.71
A9144za,10yrs,Zone,65618,0.56,36.77,14.18,4.87,15.82,26.90,6.34,6.84,46.15,5.71,6.27
A9145za,01yr,Zone,57823,0.00,11.71,7.22,1.93,1.35,7.96,12.68,6.02,34.59,8.50,4.30
A9145za,05yrs,Zone,57823,0.00,11.71,7.22,1.93,1.35,7.96,12.68,6.02,34.59,8.50,4.30
A9145za,10yrs,Zone,57823,0.00,11.71,7.22,1.93,1.35,8.00,12.43,6.10,32.78,8.30,5.96
A9146za,01yr,Zone,53035,32.55,56.03,26.08,25.43,0.88,10.96,9.45,20.22,13.44,18.69,11.80
A9146za,05yrs,Zone,53035,32.55,56.03,26.08,25.43,0.88,10.96,9.45,20.22,13.44,18.69,11.80
A9146za,10yrs,Zone,53035,32.55,56.03,26.08,25.43,0.88,12.31,10.62,23.07,12.38,20.63,13.81
A9147za,01yr,Zone,58186,0.00,59.05,19.68,30.18,6.91,32.11,6.97,10.35,38.43,6.92,9.76
A9147za,05yrs,Zone,58186,0.00,59.05,19.68,30.18,6.91,32.11,6.97,10.35,38.43,6.92,9.76
A9147za,10yrs,Zone,58186,0.00,59.05,19.68,30.18,6.91,30.45,6.35,10.52,34.63,7.14,9.96
A9148za,01yr,Zone,57604,0.61,11.50,6.54,2.70,1.17,9.04,13.27,8.27,24.69,7.12,5.70
A9148za,05yrs,Zone,57604,0.61,11.50,6.54,2.70,1.17,9.04,13.27,8.27,24.69,7.12,5.70
A9148za,10yrs,Zone,57604,0.61,11.50,6.54,2.70,1.17,7.66,13.49,9.30,22.31,8.05,5.71
B0118za,01yr,Zone,97265,17.45,13.10,6.22,4.36,0.87,4.75,11.40,6.17,35.43,8.96,5.57
B0118za,05yrs,Zone,97265,17.45,13.10,6.22,4.36,0.87,4.75,11.40,6.17,35.43,8.96,5.57
B0118za,10yrs,Zone,97265,17.45,13.10,6.22,4.36,0.87,4.79,10.87,7.74,33.22,9.76,6.12
B0146za,01yr,Zone,66083,45.30,23.22,6.82,13.53,0.84,3.27,14.38,10.14,22.51,12.96,4.79
B0146za,05yrs,Zone,66083,45.30,23.22,6.82,13.53,0.84,3.27,14.38,10.14,22.51,12.96,4.79
B0146za,10yrs,Zone,66083,45.30,23.22,6.82,13.53,0.84,4.09,13.80,11.69,21.65,13.54,6.04
