GeoID,Sex,Cancer,Years,PopTot,Cases,AAIR,LCI,UCI,W_PopTot,W_Cases,W_AAIR,W_LCI,W_UCI,B_PopTot,B_Cases,B_AAIR,B_LCI,B_UCI,H_PopTot,H_Cases,H_AAIR,H_LCI,H_UCI,API_PopTot,API_Cases,API_AAIR,API_LCI,API_UCI,AIAN_PopTot,AIAN_Cases,AIAN_AAIR,AIAN_LCI,AIAN_UCI,GeoName,GeoType
A9037za,Male,NHL,01yr,32384,,,,,17581,,,,,1031,,,,,11788,,,,,1944,,,,,40,,,,,Morris 7,Zone
A9038za,Both,NHL,01yr,58625,,,,,42134,,,,,3274,,,,,6024,,,,,7145,,,,,47,,,,,Monmouth 4,Zone
A9038za,Female,NHL,01yr,29769,,,,,21286,,,,,1651,,,,,3121,,,,,3696,,,,,16,,,,,Monmouth 4,Zone
A9038za,Male,NHL,01yr,28855,,,,,20849,,,,,1622,,,,,2904,,,,,3449,,,,,31,,,,,Monmouth 4,Zone
A9039za,Both,NHL,01yr,64861,20,19.3,11.6,31.2,51461,19,21.2,12.3,35.6,1247,,,,,6153,,,,,5931,,,,,68,,,,,Morris 1,Zone
A9039za,Female,NHL,01yr,33051,,,,,26367,,,,,657,,,,,2922,,,,,3069,,,,,36,,,,,Morris 1,Zone
A9039za,Male,NHL,01yr,31810,,,,,25094,,,,,590,,,,,3231,,,,,2862,,,,,32,,,,,Morris 1,Zone
A9040za,Both,NHL,01yr,57036,16,18.5,10.3,31.7,46056,,,,,2065,,,,,7084,,,,,1751,,,,,79,,,,,Warren 2,Zone
A9040za,Female,NHL,01yr,28659,,,,,23279,,,,,1005,,,,,3478,,,,,858,,,,,39,,,,,Warren 2,Zone
A9040za,Male,NHL,01yr,28377,,,,,22778,,,,,1060,,,,,3606,,,,,893,,,,,40,,,,,Warren 2,Zone
A9041za,Both,NHL,01yr,55230,19,29.5,17.4,46.9,37095,,,,,3003,,,,,10396,,,,,4686,,,,,49,,,,,Monmouth 10,Zone
A9041za,Female,NHL,01yr,27171,,,,,18711,,,,,1425,,,,,4739,,,,,2273,,,,,23,,,,,Monmouth 10,Zone
A9041za,Male,NHL,01yr,28059,,,,,18384,,,,,1579,,,,,5657,,,,,2413,,,,,26,,,,,Monmouth 10,Zone
A9042za,Both,NHL,01yr,62753,,,,,15468,,,,,20213,,,,,24384,,,,,2576,,,,,112,,,,,Union 5,Zone
A9042za,Female,NHL,01yr,32256,,,,,7636,,,,,10844,,,,,12343,,,,,1363,,,,,70,,,,,Union 5,Zone
A9042za,Male,NHL,01yr,30497,,,,,7832,,,,,9369,,,,,12041,,,,,1213,,,,,42,,,,,Union 5,Zone
A9043za,Both,NHL,01yr,59558,,,,,2870,,,,,45326,,,,,8809,,,,,2142,,,,,411,,,,,Newark 3,Zone
A9043za,Female,NHL,01yr,32297,,,,,1540,,,,,24836,,,,,4617,,,,,1089,,,,,215,,,,,Newark 3,Zone
A9043za,Male,NHL,01yr,27261,,,,,1330,,,,,20490,,,,,4192,,,,,1053,,,,,196,,,,,Newark 3,Zone
A9044za,Both,NHL,01yr,61127,,,,,53295,,,,,1191,,,,,6415,,,,,207,,,,,18,,,,,Ocean 4,Zone
A9044za,Female,NHL,01yr,29261,,,,,25537,,,,,568,,,,,3048,,,,,104,,,,,4,,,,,Ocean 4,Zone
A9044za,Male,NHL,01yr,31866,,,,,27758,,,,,623,,,,,3367,,,,,104,,,,,14,,,,,Ocean 4,Zone
A9045za,Both,NHL,01yr,65186,18,21.5,12.3,35.2,53560,16,20.5,11.2,35.1,2974,,,,,6973,,,,,1626,,,,,54,,,,,Ocean 5,Zone
A9045za,Female,NHL,01yr,33458,,,,,27354,,,,,1638,,,,,3609,,,,,836,,,,,20,,,,,Ocean 5,Zone
A9045za,Male,NHL,01yr,31729,,,,,26205,,,,,1336,,,,,3363,,,,,790,,,,,34,,,,,Ocean 5,Zone
A9046za,Both,NHL,01yr,64230,22,24.7,15.3,38.3,43939,17,24.1,13.8,40.7,1624,,,,,7656,,,,,10974,,,,,38,,,,,Bergen 12,Zone
A9046za,Female,NHL,01yr,32763,,,,,22271,,,,,860,,,,,3905,,,,,5705,,,,,21,,,,,Bergen 12,Zone
A9046za,Male,NHL,01yr,31467,,,,,21667,,,,,764,,,,,3751,,,,,5269,,,,,17,,,,,Bergen 12,Zone
A9047za,Both,NHL,01yr,54845,,,,,28974,,,,,7607,,,,,15523,,,,,2614,,,,,126,,,,,Atlantic 5,Zone
A9047za,Female,NHL,01yr,28689,,,,,15057,,,,,4151,,,,,8007,,,,,1408,,,,,66,,,,,Atlantic 5,Zone
A9047za,Male,NHL,01yr,26156,,,,,13917,,,,,3456,,,,,7516,,,,,1206,,,,,60,,,,,Atlantic 5,Zone
A9048za,Both,NHL,01yr,58914,,,,,21712,,,,,2316,,,,,23274,,,,,11531,,,,,80,,,,,Bergen 7,Zone
A9048za,Female,NHL,01yr,29381,,,,,10936,,,,,1117,,,,,11259,,,,,6020,,,,,50,,,,,Bergen 7,Zone
A9048za,Male,NHL,01yr,29533,,,,,10776,,,,,1199,,,,,12015,,,,,5512,,,,,31,,,,,Bergen 7,Zone
A9049za,Both,NHL,01yr,60532,,,,,46209,,,,,7509,,,,,4540,,,,,2164,,,,,110,,,,,Gloucester 4,Zone
A9049za,Female,NHL,01yr,30954,,,,,23676,,,,,3966,,,,,2162,,,,,1095,,,,,54,,,,,Gloucester 4,Zone
A9049za,Male,NHL,01yr,29578,,,,,22533,,,,,3542,,,,,2378,,,,,1069,,,,,56,,,,,Gloucester 4,Zone
A9050za,Both,NHL,01yr,53867,,,,,39410,,,,,5227,,,,,7193,,,,,1966,,,,,72,,,,,Warren 1,Zone
A9050za,Female,NHL,01yr,27260,,,,,20084,,,,,2673,,,,,3486,,,,,981,,,,,36,,,,,Warren 1,Zone
A9050za,Male,NHL,01yr,26607,,,,,19325,,,,,2554,,,,,3707,,,,,985,,,,,36,,,,,Warren 1,Zone
A9051za,Both,NHL,01yr,63307,18,17.5,10.3,28.9,46609,17,20.2,11.7,34.7,1971,,,,,8623,,,,,6030,,,,,74,,,,,Passaic 9,Zone
A9051za,Female,NHL,01yr,32662,,,,,24159,,,,,1021,,,,,4378,,,,,3070,,,,,34,,,,,Passaic 9,Zone
A9051za,Male,NHL,01yr,30645,,,,,22449,,,,,950,,,,,4245,,,,,2960,,,,,41,,,,,Passaic 9,Zone
A9052za,Both,NHL,01yr,58243,,,,,36303,,,,,10897,,,,,5526,,,,,5453,,,,,64,,,,,Burlington 5,Zone
A9052za,Female,NHL,01yr,28751,,,,,18382,,,,,5159,,,,,2492,,,,,2680,,,,,39,,,,,Burlington 5,Zone
A9052za,Male,NHL,01yr,29492,,,,,17921,,,,,5738,,,,,3034,,,,,2773,,,,,25,,,,,Burlington 5,Zone
A9053za,Both,NHL,01yr,68252,20,21.6,13.0,34.4,53880,18,22.8,13.4,37.4,2475,,,,,7342,,,,,4492,,,,,63,,,,,Union 7,Zone
A9053za,Female,NHL,01yr,34722,,,,,27248,,,,,1176,,,,,3793,,,,,2477,,,,,28,,,,,Union 7,Zone
A9053za,Male,NHL,01yr,33530,16,34.5,19.5,58.3,26632,,,,,1299,,,,,3549,,,,,2015,,,,,35,,,,,Union 7,Zone
A9054za,Both,NHL,01yr,61082,,,,,39768,,,,,4154,,,,,8359,,,,,8712,,,,,88,,,,,Middlesex 13,Zone
A9054za,Female,NHL,01yr,30983,,,,,20524,,,,,2114,,,,,4026,,,,,4261,,,,,57,,,,,Middlesex 13,Zone
A9054za,Male,NHL,01yr,30099,,,,,19244,,,,,2040,,,,,4334,,,,,4451,,,,,30,,,,,Middlesex 13,Zone
A9055za,Both,NHL,01yr,56024,,,,,13370,,,,,5791,,,,,32222,,,,,4562,,,,,80,,,,,Middlesex 5,Zone
A9055za,Female,NHL,01yr,27435,,,,,6592,,,,,3297,,,,,15144,,,,,2358,,,,,44,,,,,Middlesex 5,Zone
A9055za,Male,NHL,01yr,28589,,,,,6779,,,,,2493,,,,,17078,,,,,2204,,,,,35,,,,,Middlesex 5,Zone
A9056za,Both,NHL,01yr,70797,18,22.2,13.1,35.5,14498,,,,,2684,,,,,49069,,,,,4469,,,,,76,,,,,Hudson 11,Zone
A9056za,Female,NHL,01yr,35096,,,,,7014,,,,,1176,,,,,24568,,,,,2297,,,,,41,,,,,Hudson 11,Zone
A9056za,Male,NHL,01yr,35700,,,,,7484,,,,,1508,,,,,24501,,,,,2172,,,,,35,,,,,Hudson 11,Zone
A9057za,Both,NHL,01yr,51605,,,,,17067,,,,,7030,,,,,26347,,,,,986,,,,,176,,,,,Cumberland 3,Zone
A9057za,Female,NHL,01yr,27074,,,,,9040,,,,,3786,,,,,13609,,,,,550,,,,,90,,,,,Cumberland 3,Zone
A9057za,Male,NHL,01yr,24532,,,,,8027,,,,,3245,,,,,12738,,,,,436,,,,,86,,,,,Cumberland 3,Zone
A9058za,Both,NHL,01yr,69935,17,17.5,10.1,28.9,32203,,,,,7314,,,,,19021,,,,,11321,,,,,76,,,,,Somerset 3,Zone
A9058za,Female,NHL,01yr,34868,,,,,16152,,,,,3847,,,,,9010,,,,,5826,,,,,33,,,,,Somerset 3,Zone
A9058za,Male,NHL,01yr,35067,,,,,16051,,,,,3468,,,,,10011,,,,,5495,,,,,43,,,,,Somerset 3,Zone
A9059za,Both,NHL,01yr,63518,26,22.0,14.2,33.8,50047,25,24.4,15.5,38.6,2876,,,,,7193,,,,,3285,,,,,118,,,,,Ocean 9,Zone
A9059za,Female,NHL,01yr,33147,,,,,26168,,,,,1423,,,,,3773,,,,,1720,,,,,63,,,,,Ocean 9,Zone
A9059za,Male,NHL,01yr,30372,,,,,23879,,,,,1453,,,,,3420,,,,,1566,,,,,54,,,,,Ocean 9,Zone
A9060za,Both,NHL,01yr,67260,27,28.8,18.5,43.1,33050,17,31.6,16.9,55.1,17593,,,,,9174,,,,,7318,,,,,125,,,,,Other Essex 7,Zone
A9060za,Female,NHL,01yr,34806,,,,,16800,,,,,9422,,,,,4680,,,,,3850,,,,,53,,,,,Other Essex 7,Zone
A9060za,Male,NHL,01yr,32455,17,43.3,24.6,71.3,16250,,,,,8171,,,,,4494,,,,,3468,,,,,72,,,,,Other Essex 7,Zone
A9061za,Both,NHL,01yr,64361,,,,,36135,,,,,3715,,,,,5141,,,,,19299,,,,,71,,,,,Somerset 5,Zone
A9061za,Female,NHL,01yr,32553,,,,,18131,,,,,1982,,,,,2575,,,,,9835,,,,,30,,,,,Somerset 5,Zone
A9061za,Male,NHL,01yr,31808,,,,,18005,,,,,1733,,,,,2566,,,,,9464,,,,,41,,,,,Somerset 5,Zone
A9062za,Both,NHL,01yr,57756,,,,,39743,,,,,4854,,,,,4596,,,,,8475,,,,,87,,,,,Camden 4,Zone
A9062za,Female,NHL,01yr,30058,,,,,20484,,,,,2578,,,,,2403,,,,,4556,,,,,38,,,,,Camden 4,Zone
A9062za,Male,NHL,01yr,27697,,,,,19258,,,,,2277,,,,,2193,,,,,3919,,,,,49,,,,,Camden 4,Zone
A9063za,Both,NHL,01yr,63007,,,,,43947,,,,,8171,,,,,5005,,,,,5743,,,,,141,,,,,Camden 5,Zone
A9063za,Female,NHL,01yr,32522,,,,,22478,,,,,4430,,,,,2553,,,,,2995,,,,,67,,,,,Camden 5,Zone
A9063za,Male,NHL,01yr,30485,,,,,21469,,,,,3741,,,,,2452,,,,,2748,,,,,75,,,,,Camden 5,Zone
A9064za,Both,NHL,01yr,61830,19,25.9,15.4,41.3,40932,,,,,10014,,,,,6597,,,,,4192,,,,,95,,,,,Other Essex 6,Zone
A9064za,Female,NHL,01yr,32364,,,,,20689,,,,,5654,,,,,3628,,,,,2330,,,,,63,,,,,Other Essex 6,Zone
A9064za,Male,NHL,01yr,29466,,,,,20243,,,,,4361,,,,,2969,,,,,1862,,,,,32,,,,,Other Essex 6,Zone
A9065za,Both,NHL,01yr,68245,20,27.9,16.7,43.8,30509,,,,,4257,,,,,14483,,,,,18927,,,,,69,,,,,Mercer 6,Zone
A9065za,Female,NHL,01yr,34593,,,,,15698,,,,,2199,,,,,7125,,,,,9530,,,,,40,,,,,Mercer 6,Zone
A9065za,Male,NHL,01yr,33653,,,,,14811,,,,,2059,,,,,7357,,,,,9397,,,,,29,,,,,Mercer 6,Zone
A9066za,Both,NHL,01yr,60638,,,,,40111,,,,,3768,,,,,14767,,,,,1882,,,,,111,,,,,Monmouth 5,Zone
A9066za,Female,NHL,01yr,30363,,,,,20337,,,,,1952,,,,,7034,,,,,972,,,,,68,,,,,Monmouth 5,Zone
A9066za,Male,NHL,01yr,30275,,,,,19774,,,,,1815,,,,,7733,,,,,911,,,,,43,,,,,Monmouth 5,Zone
A9067za,Both,NHL,01yr,57357,,,,,6370,,,,,4621,,,,,44726,,,,,1566,,,,,74,,,,,Middlesex 8,Zone
A9067za,Female,NHL,01yr,28859,,,,,3390,,,,,2301,,,,,22275,,,,,866,,,,,27,,,,,Middlesex 8,Zone
A9067za,Male,NHL,01yr,28499,,,,,2981,,,,,2320,,,,,22451,,,,,700,,,,,47,,,,,Middlesex 8,Zone
A9068za,Both,NHL,01yr,65669,24,23.9,15.0,37.0,44761,20,25.3,14.7,42.7,6723,,,,,10908,,,,,3201,,,,,74,,,,,Mercer 3,Zone
A9068za,Female,NHL,01yr,33971,,,,,23119,,,,,3639,,,,,5558,,,,,1628,,,,,27,,,,,Mercer 3,Zone
A9068za,Male,NHL,01yr,31697,,,,,21642,,,,,3084,,,,,5351,,,,,1574,,,,,47,,,,,Mercer 3,Zone
A9069za,Both,NHL,01yr,60344,,,,,48307,,,,,5517,,,,,4110,,,,,2330,,,,,80,,,,,Gloucester 3,Zone
A9069za,Female,NHL,01yr,30988,,,,,24386,,,,,3090,,,,,2283,,,,,1189,,,,,40,,,,,Gloucester 3,Zone
A9069za,Male,NHL,01yr,29356,,,,,23922,,,,,2427,,,,,1827,,,,,1141,,,,,40,,,,,Gloucester 3,Zone
A9070za,Both,NHL,01yr,56887,,,,,7280,,,,,19094,,,,,28667,,,,,1712,,,,,134,,,,,Union 9,Zone
A9070za,Female,NHL,01yr,27892,,,,,3553,,,,,10322,,,,,12947,,,,,992,,,,,77,,,,,Union 9,Zone
A9070za,Male,NHL,01yr,28995,,,,,3727,,,,,8771,,,,,15720,,,,,720,,,,,57,,,,,Union 9,Zone
A9071za,Both,NHL,01yr,58913,16,20.5,11.4,34.6,47097,,,,,1914,,,,,7785,,,,,1833,,,,,283,,,,,Passaic 1,Zone
A9071za,Female,NHL,01yr,29397,,,,,23441,,,,,920,,,,,3820,,,,,1072,,,,,144,,,,,Passaic 1,Zone
A9071za,Male,NHL,01yr,29516,,,,,23657,,,,,994,,,,,3965,,,,,761,,,,,139,,,,,Passaic 1,Zone
A9072za,Both,NHL,01yr,61200,31,31.3,21.2,45.6,47229,24,29.7,19.0,46.0,3436,,,,,6939,,,,,3501,,,,,95,,,,,Monmouth 3,Zone
A9072za,Female,NHL,01yr,31315,,,,,24096,,,,,1786,,,,,3498,,,,,1893,,,,,42,,,,,Monmouth 3,Zone
A9072za,Male,NHL,01yr,29885,16,35.6,20.2,60.2,23133,,,,,1650,,,,,3441,,,,,1608,,,,,53,,,,,Monmouth 3,Zone
A9073za,Both,NHL,01yr,64208,,,,,46788,,,,,3566,,,,,6824,,,,,6963,,,,,66,,,,,Union 8,Zone
A9073za,Female,NHL,01yr,32629,,,,,23711,,,,,1888,,,,,3498,,,,,3500,,,,,32,,,,,Union 8,Zone
A9073za,Male,NHL,01yr,31579,,,,,23077,,,,,1678,,,,,3326,,,,,3463,,,,,34,,,,,Union 8,Zone
A9074za,Both,NHL,01yr,65133,,,,,27020,,,,,16547,,,,,14444,,,,,7024,,,,,97,,,,,Union 4,Zone
A9074za,Female,NHL,01yr,33403,,,,,13919,,,,,8786,,,,,6960,,,,,3680,,,,,58,,,,,Union 4,Zone
A9074za,Male,NHL,01yr,31730,,,,,13101,,,,,7761,,,,,7485,,,,,3344,,,,,39,,,,,Union 4,Zone
A9075za,Both,NHL,01yr,54886,,,,,34983,,,,,8975,,,,,8266,,,,,2434,,,,,227,,,,,Burlington 6,Zone
A9075za,Female,NHL,01yr,24688,,,,,16468,,,,,3374,,,,,3514,,,,,1227,,,,,105,,,,,Burlington 6,Zone
A9075za,Male,NHL,01yr,30198,,,,,18516,,,,,5601,,,,,4752,,,,,1207,,,,,122,,,,,Burlington 6,Zone
A9076za,Both,NHL,01yr,65346,18,19.2,11.3,31.4,36425,,,,,10001,,,,,9993,,,,,8799,,,,,128,,,,,Mercer 4,Zone
A9076za,Female,NHL,01yr,34315,,,,,18831,,,,,5440,,,,,5387,,,,,4579,,,,,77,,,,,Mercer 4,Zone
A9076za,Male,NHL,01yr,31030,,,,,17594,,,,,4560,,,,,4606,,,,,4220,,,,,51,,,,,Mercer 4,Zone
A9077za,Both,NHL,01yr,65341,,,,,14387,,,,,3422,,,,,34843,,,,,12517,,,,,171,,,,,Hudson 1,Zone
A9077za,Female,NHL,01yr,32894,,,,,7101,,,,,1753,,,,,17897,,,,,6063,,,,,79,,,,,Hudson 1,Zone
A9077za,Male,NHL,01yr,32447,,,,,7286,,,,,1669,,,,,16946,,,,,6454,,,,,92,,,,,Hudson 1,Zone
A9078za,Both,NHL,01yr,64093,,,,,33324,,,,,7271,,,,,11436,,,,,11893,,,,,168,,,,,Middlesex 12,Zone
A9078za,Female,NHL,01yr,32436,,,,,16672,,,,,3769,,,,,6036,,,,,5876,,,,,83,,,,,Middlesex 12,Zone
A9078za,Male,NHL,01yr,31656,,,,,16652,,,,,3502,,,,,5400,,,,,6017,,,,,86,,,,,Middlesex 12,Zone
A9079za,Both,NHL,01yr,61465,19,25.2,15.0,40.3,41263,18,29.0,16.9,47.8,3199,,,,,11214,,,,,5730,,,,,59,,,,,Morris 8,Zone
A9079za,Female,NHL,01yr,31041,,,,,20528,,,,,1582,,,,,6052,,,,,2848,,,,,31,,,,,Morris 8,Zone
A9079za,Male,NHL,01yr,30424,,,,,20735,,,,,1617,,,,,5162,,,,,2883,,,,,28,,,,,Morris 8,Zone
A9080za,Both,NHL,01yr,64715,,,,,41036,,,,,1716,,,,,7567,,,,,14341,,,,,55,,,,,Bergen 8,Zone
A9080za,Female,NHL,01yr,32753,,,,,20669,,,,,765,,,,,3899,,,,,7390,,,,,30,,,,,Bergen 8,Zone
A9080za,Male,NHL,01yr,31962,,,,,20367,,,,,951,,,,,3668,,,,,6951,,,,,25,,,,,Bergen 8,Zone
A9081za,Both,NHL,01yr,63369,16,18.1,10.1,30.6,36498,,,,,5362,,,,,10844,,,,,10504,,,,,161,,,,,Middlesex 11,Zone
A9081za,Female,NHL,01yr,31983,,,,,18332,,,,,2665,,,,,5585,,,,,5294,,,,,106,,,,,Middlesex 11,Zone
A9081za,Male,NHL,01yr,31386,,,,,18166,,,,,2696,,,,,5259,,,,,5210,,,,,55,,,,,Middlesex 11,Zone
A9082za,Both,NHL,01yr,65117,33,34.3,22.8,50.0,55855,28,30.1,19.1,46.1,1737,,,,,6153,,,,,1302,,,,,70,,,,,Ocean 10,Zone
A9082za,Female,NHL,01yr,32864,16,29.4,16.0,51.5,28355,,,,,889,,,,,2846,,,,,747,,,,,28,,,,,Ocean 10,Zone
A9082za,Male,NHL,01yr,32253,17,40.9,22.8,68.6,27500,17,44.8,24.6,76.4,849,,,,,3307,,,,,555,,,,,42,,,,,Ocean 10,Zone
A9083za,Both,NHL,01yr,57566,16,27.6,15.4,45.4,28337,,,,,19366,,,,,6774,,,,,2950,,,,,138,,,,,Camden 9,Zone
A9083za,Female,NHL,01yr,29682,,,,,14323,,,,,10623,,,,,3213,,,,,1451,,,,,73,,,,,Camden 9,Zone
A9083za,Male,NHL,01yr,27884,,,,,14015,,,,,8743,,,,,3561,,,,,1499,,,,,66,,,,,Camden 9,Zone
A9084za,Both,NHL,01yr,58143,16,20.3,11.3,34.2,43035,,,,,8344,,,,,4831,,,,,1812,,,,,122,,,,,Burlington 7,Zone
A9084za,Female,NHL,01yr,29385,,,,,21627,,,,,4366,,,,,2407,,,,,909,,,,,76,,,,,Burlington 7,Zone
A9084za,Male,NHL,01yr,28758,,,,,21408,,,,,3978,,,,,2424,,,,,903,,,,,46,,,,,Burlington 7,Zone
A9085za,Both,NHL,01yr,58291,,,,,20443,,,,,11145,,,,,25005,,,,,1544,,,,,154,,,,,Newark 5,Zone
A9085za,Female,NHL,01yr,23992,,,,,9570,,,,,2698,,,,,10836,,,,,802,,,,,86,,,,,Newark 5,Zone
A9085za,Male,NHL,01yr,34299,,,,,10873,,,,,8448,,,,,14169,,,,,742,,,,,68,,,,,Newark 5,Zone
A9086za,Both,NHL,01yr,63146,19,21.2,12.3,34.8,26125,,,,,3332,,,,,9216,,,,,24387,,,,,86,,,,,Bergen 11,Zone
A9086za,Female,NHL,01yr,32971,,,,,13457,,,,,1619,,,,,4945,,,,,12901,,,,,49,,,,,Bergen 11,Zone
A9086za,Male,NHL,01yr,30175,,,,,12668,,,,,1714,,,,,4270,,,,,11486,,,,,37,,,,,Bergen 11,Zone
A9087za,Both,NHL,01yr,70570,23,27.1,16.7,41.9,59577,20,27.2,15.9,43.8,2127,,,,,7198,,,,,1551,,,,,117,,,,,Sussex 1,Zone
A9087za,Female,NHL,01yr,34978,,,,,29396,,,,,1008,,,,,3719,,,,,804,,,,,50,,,,,Sussex 1,Zone
A9087za,Male,NHL,01yr,35592,,,,,30180,,,,,1119,,,,,3478,,,,,747,,,,,67,,,,,Sussex 1,Zone
A9088za,Both,NHL,01yr,57923,18,26.1,15.1,42.4,34096,,,,,14521,,,,,6866,,,,,2303,,,,,136,,,,,Camden 8,Zone
A9088za,Female,NHL,01yr,30224,,,,,17471,,,,,7860,,,,,3683,,,,,1147,,,,,63,,,,,Camden 8,Zone
A9088za,Male,NHL,01yr,27699,,,,,16625,,,,,6661,,,,,3183,,,,,1156,,,,,73,,,,,Camden 8,Zone
A9089za,Both,NHL,01yr,67019,18,21.2,12.3,34.4,56850,,,,,1163,,,,,7714,,,,,1225,,,,,68,,,,,Ocean 1,Zone
A9089za,Female,NHL,01yr,33617,,,,,28708,,,,,531,,,,,3738,,,,,611,,,,,29,,,,,Ocean 1,Zone
A9089za,Male,NHL,01yr,33402,,,,,28141,,,,,632,,,,,3976,,,,,614,,,,,39,,,,,Ocean 1,Zone
A9090za,Both,NHL,01yr,60767,,,,,7993,,,,,15212,,,,,35271,,,,,2207,,,,,84,,,,,Union 1,Zone
A9090za,Female,NHL,01yr,29979,,,,,3912,,,,,7678,,,,,17342,,,,,1013,,,,,34,,,,,Union 1,Zone
A9090za,Male,NHL,01yr,30788,,,,,4080,,,,,7534,,,,,17929,,,,,1195,,,,,50,,,,,Union 1,Zone
A9091za,Both,NHL,01yr,59799,,,,,7061,,,,,17715,,,,,33146,,,,,1771,,,,,107,,,,,Mercer 1,Zone
A9091za,Female,NHL,01yr,27852,,,,,3508,,,,,8621,,,,,14851,,,,,826,,,,,45,,,,,Mercer 1,Zone
A9091za,Male,NHL,01yr,31948,,,,,3552,,,,,9094,,,,,18295,,,,,945,,,,,62,,,,,Mercer 1,Zone
A9092za,Both,NHL,01yr,57239,,,,,15625,,,,,30678,,,,,7591,,,,,3103,,,,,242,,,,,Burlington 4,Zone
A9092za,Female,NHL,01yr,30465,,,,,8047,,,,,16575,,,,,4013,,,,,1702,,,,,128,,,,,Burlington 4,Zone
A9092za,Male,NHL,01yr,26774,,,,,7578,,,,,14103,,,,,3578,,,,,1401,,,,,114,,,,,Burlington 4,Zone
A9093za,Both,NHL,01yr,64808,,,,,16969,,,,,6521,,,,,14267,,,,,26817,,,,,233,,,,,Middlesex 6,Zone
A9093za,Female,NHL,01yr,32708,,,,,8756,,,,,3493,,,,,7228,,,,,13105,,,,,127,,,,,Middlesex 6,Zone
A9093za,Male,NHL,01yr,32100,,,,,8214,,,,,3028,,,,,7039,,,,,13712,,,,,106,,,,,Middlesex 6,Zone
A9094za,Both,NHL,01yr,60347,,,,,25947,,,,,11522,,,,,17284,,,,,5455,,,,,139,,,,,Other Essex 4,Zone
A9094za,Female,NHL,01yr,31337,,,,,13218,,,,,6239,,,,,8968,,,,,2832,,,,,81,,,,,Other Essex 4,Zone
A9094za,Male,NHL,01yr,29010,,,,,12729,,,,,5284,,,,,8317,,,,,2623,,,,,58,,,,,Other Essex 4,Zone
A9095za,Both,NHL,01yr,67360,24,25.9,16.3,40.1,39220,21,32.2,19.0,53.1,1376,,,,,5488,,,,,21241,,,,,35,,,,,Bergen 2,Zone
A9095za,Female,NHL,01yr,34327,,,,,19782,,,,,666,,,,,2801,,,,,11058,,,,,19,,,,,Bergen 2,Zone
A9095za,Male,NHL,01yr,33033,,,,,19438,,,,,710,,,,,2687,,,,,10183,,,,,16,,,,,Bergen 2,Zone
A9096za,Both,NHL,01yr,57912,16,21.8,12.0,36.8,44233,,,,,6205,,,,,4905,,,,,2449,,,,,121,,,,,Burlington 1,Zone
A9096za,Female,NHL,01yr,29508,,,,,22645,,,,,3050,,,,,2544,,,,,1214,,,,,56,,,,,Burlington 1,Zone
A9096za,Male,NHL,01yr,28404,,,,,21588,,,,,3155,,,,,2361,,,,,1235,,,,,65,,,,,Burlington 1,Zone
A9097za,Both,NHL,01yr,60371,,,,,37972,,,,,3104,,,,,5617,,,,,13611,,,,,67,,,,,Mercer 5,Zone
A9097za,Female,NHL,01yr,30265,,,,,19039,,,,,1648,,,,,2761,,,,,6780,,,,,37,,,,,Mercer 5,Zone
A9097za,Male,NHL,01yr,30107,,,,,18933,,,,,1455,,,,,2857,,,,,6831,,,,,30,,,,,Mercer 5,Zone
A9098za,Both,NHL,01yr,58176,19,24.9,14.7,40.0,47584,18,27.0,15.4,44.7,2826,,,,,5189,,,,,2500,,,,,77,,,,,Camden 6,Zone
A9098za,Female,NHL,01yr,29949,,,,,24689,,,,,1413,,,,,2619,,,,,1188,,,,,39,,,,,Camden 6,Zone
A9098za,Male,NHL,01yr,28227,,,,,22895,,,,,1412,,,,,2570,,,,,1312,,,,,38,,,,,Camden 6,Zone
A9099za,Both,NHL,01yr,56549,,,,,23114,,,,,7918,,,,,6968,,,,,18379,,,,,170,,,,,Middlesex 1,Zone
A9099za,Female,NHL,01yr,27788,,,,,10571,,,,,4185,,,,,3833,,,,,9108,,,,,91,,,,,Middlesex 1,Zone
A9099za,Male,NHL,01yr,28761,,,,,12543,,,,,3734,,,,,3135,,,,,9271,,,,,78,,,,,Middlesex 1,Zone
A9100za,Both,NHL,01yr,52464,,,,,3966,,,,,10007,,,,,32683,,,,,5699,,,,,108,,,,,Passaic 7,Zone
A9100za,Female,NHL,01yr,26467,,,,,1986,,,,,5338,,,,,16144,,,,,2942,,,,,56,,,,,Passaic 7,Zone
A9100za,Male,NHL,01yr,25997,,,,,1979,,,,,4670,,,,,16539,,,,,2757,,,,,52,,,,,Passaic 7,Zone
A9101za,Both,NHL,01yr,62302,,,,,44260,,,,,9486,,,,,6857,,,,,1595,,,,,104,,,,,Gloucester 1,Zone
A9101za,Female,NHL,01yr,31936,,,,,22611,,,,,4982,,,,,3455,,,,,837,,,,,51,,,,,Gloucester 1,Zone
A9101za,Male,NHL,01yr,30366,,,,,21650,,,,,4504,,,,,3401,,,,,759,,,,,53,,,,,Gloucester 1,Zone
A9102za,Both,NHL,01yr,59139,,,,,8088,,,,,13093,,,,,34911,,,,,2824,,,,,224,,,,,Camden 2,Zone
A9102za,Female,NHL,01yr,30464,,,,,4269,,,,,6960,,,,,17654,,,,,1462,,,,,119,,,,,Camden 2,Zone
A9102za,Male,NHL,01yr,28674,,,,,3818,,,,,6133,,,,,17257,,,,,1362,,,,,104,,,,,Camden 2,Zone
